EntityID,TemporalPropertyID,TimeStamp,StateID
1,1,0,4
1,1,1,3
1,1,2,3
1,1,3,4
1,1,5,4
1,1,7,4
1,1,8,5
1,1,11,5
1,1,12,4
1,1,13,4
1,1,14,4
1,1,15,4
1,1,16,4
1,1,17,4
1,1,18,4
1,1,19,4
1,1,20,4
1,1,21,5
1,1,22,4
1,1,23,5
1,1,24,4
1,1,25,4
1,1,26,5
1,1,27,4
1,1,28,5
1,1,29,4
1,1,30,4
1,1,31,4
1,1,32,5
1,1,33,5
1,1,34,5
1,1,35,5
1,1,37,4
1,1,39,5
1,1,43,5
1,1,45,5
1,1,47,4
1,1,49,4
1,1,51,4
1,1,53,4
1,1,54,5
1,1,56,5
1,1,58,5
1,1,60,4
1,1,64,4
1,1,65,4
1,1,67,4
1,1,69,5
1,1,71,4
1,1,73,4
1,1,75,4
1,1,77,4
1,1,79,4
1,1,81,5
1,1,82,5
1,1,84,5
1,1,85,5
1,1,86,3
1,1,87,4
1,1,88,4
1,1,89,4
1,1,90,4
1,1,91,3
1,1,92,4
1,1,93,4
1,1,94,3
1,1,95,3
1,1,96,2
1,1,97,3
1,1,98,3
1,1,99,3
1,1,100,3
1,1,102,4
1,1,103,5
1,1,104,5
1,1,105,5
1,1,106,4
1,1,107,4
1,1,108,3
1,1,109,3
1,1,110,3
1,1,111,3
1,1,113,3
1,1,115,4
1,1,117,5
1,1,119,3
1,1,121,3
1,1,123,3
1,1,125,3
1,1,127,4
1,1,129,4
1,1,131,4
1,1,133,4
1,1,135,4
1,1,137,4
1,1,139,5
1,1,141,4
1,1,143,3
1,1,145,4
1,1,146,3
1,1,147,3
1,1,149,3
1,1,151,3
1,1,153,4
1,1,155,4
1,1,158,4
1,1,160,4
1,1,163,5
1,1,166,4
1,1,169,3
1,1,170,2
1,1,171,3
1,1,172,2
1,1,174,4
1,1,175,4
1,1,177,4
1,1,178,3
1,1,179,3
1,1,180,3
1,1,182,5
1,1,184,4
1,1,185,4
1,1,186,5
1,1,188,5
1,1,189,4
1,1,190,4
1,1,191,3
1,1,193,4
1,1,194,4
1,1,195,4
1,1,196,4
1,1,197,3
1,1,198,4
1,1,199,4
1,1,200,4
1,1,201,3
1,1,202,4
1,1,203,3
1,1,204,2
1,1,205,2
1,1,206,2
1,1,207,2
1,1,208,2
1,1,209,2
1,1,211,2
1,1,212,3
1,1,213,3
1,1,214,3
1,1,215,3
1,1,216,3
1,1,217,3
1,1,218,3
1,1,220,3
1,1,221,3
1,1,222,4
1,1,223,4
1,1,224,4
1,1,226,4
1,1,227,5
1,1,228,5
1,1,229,5
1,1,230,4
1,1,231,4
1,1,233,4
1,1,234,5
1,1,235,5
1,1,236,5
1,1,237,4
1,1,238,4
1,1,239,5
1,1,241,4
1,1,242,4
1,1,244,4
1,1,246,5
1,1,248,5
2,1,0,2
2,1,1,2
2,1,2,2
2,1,3,2
2,1,5,1
2,1,6,2
2,1,7,2
2,1,8,1
2,1,9,1
2,1,10,1
2,1,11,1
2,1,12,1
2,1,13,1
2,1,14,1
2,1,15,3
2,1,16,3
2,1,17,2
2,1,18,1
2,1,19,1
2,1,20,2
2,1,21,1
2,1,22,1
2,1,23,1
2,1,24,1
2,1,25,1
2,1,26,2
2,1,27,2
2,1,28,1
2,1,29,2
2,1,30,2
2,1,31,1
2,1,32,1
2,1,33,1
2,1,34,1
2,1,36,1
2,1,37,1
2,1,38,1
2,1,39,1
2,1,40,1
2,1,42,2
2,1,43,1
2,1,44,1
2,1,45,1
2,1,47,1
2,1,48,1
2,1,50,1
2,1,52,2
2,1,54,1
2,1,55,1
2,1,57,1
2,1,59,1
2,1,61,2
2,1,63,1
2,1,65,2
2,1,67,2
2,1,69,2
2,1,71,1
2,1,73,2
2,1,75,1
2,1,77,1
2,1,79,1
2,1,81,2
2,1,83,2
2,1,86,1
2,1,88,2
2,1,91,2
2,1,95,1
2,1,98,2
2,1,100,2
2,1,103,1
2,1,105,1
2,1,107,2
2,1,110,2
2,1,112,2
2,1,115,2
2,1,118,1
2,1,121,2
3,1,0,2
3,1,1,2
3,1,4,1
3,1,5,2
5,1,0,3
5,1,1,3
5,1,3,3
5,1,4,3
5,1,5,3
5,1,6,2
5,1,7,1
5,1,8,1
5,1,9,2
5,1,10,5
5,1,11,1
5,1,12,2
5,1,13,3
5,1,15,2
16,1,0,5
16,1,1,5
16,1,2,5
16,1,5,5
16,1,6,5
16,1,7,5
16,1,8,5
16,1,9,5
16,1,10,5
19,1,0,2
19,1,1,2
19,1,2,4
19,1,3,3
19,1,4,2
19,1,5,4
19,1,6,2
19,1,7,5
19,1,8,5
19,1,9,5
19,1,10,3
19,1,11,4
19,1,12,4
19,1,13,5
19,1,14,5
19,1,15,5
19,1,16,2
19,1,17,1
19,1,18,1
19,1,19,2
19,1,20,1
19,1,21,1
19,1,22,1
19,1,23,1
19,1,24,1
19,1,25,1
19,1,26,1
19,1,27,1
19,1,28,1
19,1,29,1
19,1,30,1
19,1,31,1
19,1,32,1
19,1,33,1
19,1,34,1
19,1,35,1
19,1,36,1
19,1,37,1
19,1,38,1
19,1,39,1
19,1,40,1
19,1,42,1
19,1,43,1
19,1,44,1
19,1,46,1
19,1,48,1
19,1,50,1
19,1,52,1
19,1,54,1
19,1,57,1
19,1,59,1
19,1,60,1
19,1,62,1
19,1,66,1
19,1,70,1
19,1,74,1
19,1,78,1
19,1,82,1
19,1,86,1
19,1,91,1
19,1,95,1
19,1,100,1
19,1,106,1
19,1,113,1
19,1,119,1
19,1,120,1
19,1,122,1
19,1,125,1
27,1,1,5
27,1,14,5
27,1,17,3
27,1,18,3
27,1,19,3
27,1,21,4
27,1,23,4
27,1,26,2
27,1,28,2
27,1,30,2
27,1,32,1
27,1,34,1
27,1,36,1
27,1,38,1
27,1,40,1
27,1,42,1
27,1,44,1
27,1,46,1
27,1,49,1
27,1,50,1
27,1,52,1
27,1,55,1
27,1,58,1
27,1,61,1
27,1,63,1
27,1,66,1
27,1,69,1
27,1,72,1
27,1,78,1
27,1,84,1
27,1,87,1
27,1,90,1
27,1,96,1
27,1,102,1
27,1,108,1
27,1,114,2
27,1,126,1
27,1,132,1
27,1,137,1
27,1,143,1
27,1,148,1
27,1,153,1
27,1,159,1
27,1,164,1
27,1,170,1
27,1,176,1
27,1,181,1
27,1,188,1
27,1,194,1
27,1,200,1
27,1,206,1
27,1,212,1
27,1,218,1
27,1,224,1
27,1,230,1
27,1,236,1
33,1,0,4
33,1,1,4
33,1,2,4
33,1,3,4
33,1,4,4
33,1,5,5
33,1,6,5
33,1,7,4
33,1,8,4
33,1,9,5
33,1,10,3
33,1,11,4
33,1,12,5
33,1,14,2
33,1,15,2
33,1,16,3
33,1,17,3
33,1,18,3
33,1,19,4
33,1,21,4
33,1,22,2
33,1,23,3
33,1,25,4
33,1,26,5
33,1,28,2
33,1,29,2
33,1,30,2
33,1,31,2
33,1,32,2
33,1,34,2
33,1,36,2
33,1,37,2
33,1,39,2
33,1,40,2
33,1,41,2
33,1,42,2
33,1,43,3
33,1,44,2
33,1,45,2
33,1,46,3
33,1,47,3
33,1,48,4
33,1,49,5
33,1,50,3
33,1,51,2
33,1,52,2
33,1,53,2
33,1,54,2
33,1,55,2
33,1,56,1
33,1,57,2
33,1,58,2
33,1,60,2
33,1,61,2
33,1,62,2
33,1,63,2
33,1,64,2
33,1,65,2
33,1,66,3
33,1,68,4
33,1,69,1
33,1,70,1
33,1,72,1
33,1,73,1
33,1,74,1
33,1,76,1
33,1,77,1
33,1,78,1
33,1,80,1
33,1,81,1
33,1,84,1
33,1,86,1
33,1,88,2
33,1,90,1
33,1,92,2
33,1,94,1
33,1,96,1
33,1,98,1
33,1,100,1
33,1,102,2
33,1,104,2
33,1,106,2
33,1,108,2
33,1,110,2
33,1,112,2
33,1,114,2
33,1,116,2
33,1,118,2
33,1,120,2
33,1,122,2
33,1,124,2
33,1,126,2
33,1,128,1
33,1,129,2
33,1,132,1
33,1,134,1
33,1,136,2
33,1,138,1
33,1,140,1
33,1,142,1
33,1,144,1
33,1,147,1
33,1,151,2
33,1,154,4
33,1,157,3
33,1,158,3
33,1,159,3
33,1,160,2
33,1,161,2
33,1,162,3
33,1,163,3
33,1,164,3
33,1,165,2
35,1,0,2
35,1,1,3
35,1,2,4
35,1,3,4
35,1,4,4
35,1,5,3
35,1,6,2
35,1,7,1
35,1,8,3
35,1,9,4
35,1,10,3
35,1,11,2
35,1,12,1
36,1,0,4
36,1,1,4
36,1,2,4
36,1,3,4
36,1,4,4
36,1,5,4
36,1,6,3
36,1,7,3
36,1,8,3
36,1,9,4
36,1,10,4
36,1,11,4
36,1,12,3
36,1,13,3
36,1,14,3
36,1,15,3
36,1,16,2
36,1,17,2
36,1,18,1
36,1,19,2
36,1,20,3
36,1,21,4
36,1,22,3
36,1,23,3
36,1,24,3
36,1,26,4
36,1,27,3
36,1,28,3
36,1,30,3
36,1,31,3
36,1,32,3
36,1,33,3
36,1,34,3
36,1,35,3
36,1,36,3
36,1,37,3
36,1,38,3
36,1,39,3
36,1,41,3
36,1,42,2
36,1,44,3
36,1,46,4
36,1,47,4
36,1,48,4
36,1,49,4
36,1,50,3
36,1,51,4
36,1,52,3
36,1,53,4
36,1,54,2
36,1,55,2
36,1,56,3
36,1,57,4
36,1,59,3
36,1,60,3
36,1,61,3
36,1,63,3
36,1,64,3
36,1,65,3
36,1,66,2
36,1,67,3
36,1,68,3
36,1,69,3
36,1,70,3
36,1,71,3
36,1,72,3
36,1,73,3
36,1,74,4
36,1,75,3
36,1,76,3
36,1,77,3
36,1,78,3
36,1,79,3
36,1,80,4
36,1,81,4
36,1,82,3
36,1,83,4
36,1,84,3
36,1,85,3
36,1,86,4
36,1,87,3
36,1,88,4
36,1,89,3
36,1,90,3
36,1,91,3
36,1,92,3
36,1,93,3
36,1,94,4
36,1,95,3
36,1,96,3
36,1,97,3
36,1,98,3
36,1,99,3
36,1,100,3
36,1,101,3
